lng,lat,type,line,name
2.173879547089167,41.40412620833251,METRO,L5,SAGRADA FAMÍLIA
2.1748775943420657,41.42974107538966,METRO,L5,VIRREI AMAT
2.176327038602659,41.41103033525497,METRO,L5,SANT PAU DOS DE MAIG
2.17647712858496,41.42587827513347,METRO,L5,MARAGALL
2.180941086984177,41.415008841253716,METRO,L5,CAMP DE L'ARPA
2.1816117427727684,41.423537197914634,METRO,L5,CONGRÉS
2.1868993989719283,41.42156549000137,METRO,L5,LA SAGRERA
2.1190009106752585,41.398976579596095,FGC,L6,REINA ELISENDA
2.1245255889061707,41.39935933772658,FGC,L6,SARRIÀ
2.130078121166356,41.398163424813525,FGC,L6,LES TRES TORRES
2.1351164320298426,41.39790443496872,FGC,L6,LA BONANOVA
2.1427563324952112,41.39864032692878,FGC,L6,MUNTANER
2.1470185420816703,41.40138136404616,FGC,L6,SANT GERVASI
2.152198,41.399717,FGC,L6,GRÀCIA
2.15250923148883,41.39956388602904,FGC,L7,GRÀCIA
2.158109,41.392780,FGC,L6,PROVENÇA
2.1579581721713352,41.392918251216386,FGC,L7,PROVENÇA
2.169742,41.385733,FGC,L6,CATALUNYA
2.1695056074604198,41.38571653459682,FGC,L7,CATALUNYA
2.137175722793227,41.41023638088421,FGC,L7,AVINGUDA DEL TIBIDABO
2.1392505813696796,41.40573995755271,FGC,L7,EL PUTXET
2.1426196698759385,41.40360519780606,FGC,L7,PADUA
2.147575544374719,41.40141289263426,FGC,L7,PLAÇA MOLINA
2.0346916335822876,41.357720085191204,FGC,L8,MOLÍ NOU CIUTAT COOPERATIVA
2.043261796054973,41.34815454728118,FGC,L8,SANT BOI
2.0684300990271516,41.35185495274866,FGC,L8,CORNELLÀ:RIERA
2.0867482896013736,41.353019993807926,FGC,L8,ALMEDA
2.1034244390799004,41.35780312987073,FGC,L8,L'HOSPITALET:AV. CARRILET
2.1116828152823457,41.361280437841245,FGC,L8,SANT JOSEP
2.117533256890129,41.355369396581125,FGC,L8,GORNAL
2.125371225579467,41.357014411290756,FGC,L8,EUROPA / FIRA
2.13046532981709,41.36140020802612,FGC,L8,ILDEFONS CERDÀ
2.1393603383592086,41.368237277520066,FGC,L8,MAGÒRIA LA CAMPANA
2.1486307346232185,41.37455640763753,FGC,L8,ESPANYA
2.198552832214578,41.45726270429347,METRO,L9,CAN ZAM
2.205782844559455,41.45937552702093,METRO,L9,SINGUERLÍN
2.210133119463337,41.44425515640065,METRO,L9,CAN PEIXAUET
2.2124152143832982,41.45451214006403,METRO,L9,ESGLÉSIA MAJOR
2.215910830603854,41.44669333746421,METRO,L9,SANTA ROSA
2.186309,41.420784,METRO,L9,LA SAGRERA
2.1862448671866446,41.42096945635101,METRO,L10,LA SAGRERA
2.193403,41.429742,METRO,L9,ONZE DE SETEMBRE
2.1931351396301815,41.429757841253334,METRO,L10,ONZE DE SETEMBRE
2.205065,41.436122,METRO,L9,BON PASTOR
2.204796554485712,41.436074039264945,METRO,L10,BON PASTOR

